molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4441771,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,128.0
CHEMBL4525691,C=CC(=O)N1CC(NC(=O)Cn2ccc3cc(Br)ccc32)C1,250000.0
CHEMBL4444447,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,638.0
CHEMBL4455193,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)NCc3ccccc3)c3cc(Br)ccc32)C1,14200.0
CHEMBL4569400,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)NCCc3ccccc3)c3cc(Br)ccc32)C1,4260.0
CHEMBL4522790,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N(C)Cc3ccccc3)c3cc(Br)ccc32)C1,6630.0
CHEMBL4476533,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4ccccc4C3)c3cc(Br)ccc32)C1,1270.0
CHEMBL4456127,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4cc(F)ccc4C3)c3cc(Br)ccc32)C1,1370.0
CHEMBL4466759,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(F)cccc4C3)c3cc(Br)ccc32)C1,2120.0
CHEMBL4435858,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4cc(Cl)ccc4C3)c3cc(Br)ccc32)C1,2000.0
CHEMBL4570206,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(Cl)cccc4C3)c3cc(Br)ccc32)C1,1290.0
CHEMBL4520093,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,299.0
CHEMBL4579956,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,139.0
CHEMBL4457550,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)cc(C)c32)C1,174.0
CHEMBL4541628,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)cc(C)c32)C1,109.0
CHEMBL4573277,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)ccc32)C1,369.0
CHEMBL4591653,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,150.0
CHEMBL4464335,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,115.0
CHEMBL4577812,C=CC(=O)N1CC(NC(=O)COc2ccc(Br)cc2C(=O)N2CC=C(c3ccccc3)C2)C1,2780.0
CHEMBL4457820,C=CC(=O)N1CCN(c2nc(N3CC(N(C)C)C3)nc3c2C[C@@H](C)[C@H](c2c(Cl)c(C)cc4[nH]ncc24)C3)CC1,126.0
CHEMBL4473733,C=CC(=O)N1CCN(c2nc(OC[C@H]3CCCN3C)nc3c2C[C@@H](C)[C@H](c2c(C)ccc4[nH]ncc24)C3)CC1,236.0
CHEMBL4466335,C=CC(=O)N1CCN(c2nc(OCCCN(C)C)nc3c2C[C@@H](C)[C@H](c2c(C)ccc4[nH]ncc24)C3)CC1,214.0
CHEMBL4441401,C=CC(=O)N1CCN(c2ncnc3c2CCC(c2c(C)ccc4[nH]ncc24)C3)[C@@H](C)C1,4860.0
CHEMBL4572411,C=CC(=O)N1CCN(c2ncnc3c2C[C@@H](C)[C@H](c2c(C)ccc4[nH]ncc24)C3)CC1,640.0
CHEMBL4467039,C=CC(=O)N1CCN(c2nc(N3CC(N(C)C)C3)nc3c2C[C@@H](C)[C@H](c2c(Cl)ccc4[nH]ncc24)C3)CC1,169.0
CHEMBL4475526,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,12.0
CHEMBL4566835,C=CC(=O)N1CCN2c3nc(NCCN(C)C)nc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,18.0
CHEMBL4443236,C=CC(=O)N1CCN2c3nc(N4CC(N(C)C)C4)nc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,21.0
CHEMBL4568148,C=CC(=O)N1CCN2c3nc(NC4CCN(C5CC5)CC4)nc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,12.0
CHEMBL4452819,C=CC(=O)N1CCN2c3ncnc4c(F)c(-c5c(O)cccc5F)c(Cl)c(c34)OC[C@@H]2C1,29.0
CHEMBL4450793,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(O)cccc5Cl)c(Cl)c(c34)OC[C@@H]2C1,32.0
CHEMBL4455938,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(O)cccc5F)c(Cl)c(c34)OC[C@@H]2C1,97.0
CHEMBL4452974,C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1,18.0
CHEMBL4548586,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OCC[C@H]2C1,627.0
CHEMBL4572730,C=CC(=O)N1CCN2c3c(cnc4c(OC)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,70.0
CHEMBL4461958,C=CC(=O)N1C[C@@H]2COc3cnc4cc(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@@H]1C,7653.0
CHEMBL4456612,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OCC[C@@H]2C1,4342.0
CHEMBL4567284,C=CC(=O)N1CCN2c3c(cnc4c(C)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,97.0
CHEMBL4591572,C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,16.0
CHEMBL4483782,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OC[C@H]2C1,1381.0
CHEMBL4454588,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OC[C@@H]2C1,610.0
CHEMBL4453777,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC(=O)[C@H]2C1,73.0
CHEMBL4551121,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1,150.0
CHEMBL4455191,C=CC(=O)N1C[C@@H]2COc3cnc4cc(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C,52.0
CHEMBL4456368,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,211.0
CHEMBL4560503,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC[C@H]2C1,387.0
CHEMBL4461913,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)N(C)C[C@H]2C1,132.0
CHEMBL4536127,C=CC(=O)N1CCN(c2ncnc3cc(-c4c(C)ccc5[nH]ncc45)c(Cl)cc23)CC1,496.0
CHEMBL4461434,C=CC(=O)N1C[C@@H]2C(=O)N(C)c3cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C,5.0
CHEMBL4637434,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2c(C)ccc4[nH]ncc24)C3)CC1,1500.0
CHEMBL4637314,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2c(CC)ccc4[nH]ncc24)C3)CC1,1080.0
CHEMBL4642347,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2c(C(C)C)ccc4[nH]ncc24)C3)CC1,1180.0
CHEMBL4642659,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2c(C(F)(F)F)ccc4[nH]ncc24)C3)CC1,351.0
CHEMBL4645768,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2c(C)c(C)cc4[nH]ncc24)C3)CC1,254.0
CHEMBL4647242,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)CC1,4400.0
CHEMBL4643600,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)CC1CO,4630.0
CHEMBL4649174,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C(CO)C1,4530.0
CHEMBL4649393,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)CC1CCO,5000.0
CHEMBL4638484,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C(CCO)C1,4840.0
CHEMBL4648056,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)CC1CC#N,14.0
CHEMBL4648671,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C[C@@H]1CC#N,10.0
CHEMBL4649703,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C[C@H]1CC#N,1020.0
CHEMBL4639210,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C(CC#N)C1,3320.0
CHEMBL4648124,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(OC)c24)C3)C[C@@H]1CC#N,22.0
CHEMBL4640234,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(C#N)c24)C3)C[C@@H]1CC#N,64.0
CHEMBL4646899,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(CC)c24)C3)C[C@@H]1CC#N,6.0
CHEMBL4636611,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(C(F)(F)F)c24)C3)C[C@@H]1CC#N,4.0
CHEMBL4648852,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,1.0
CHEMBL4632935,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,1.0
CHEMBL4594350,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,14.0
CHEMBL4635454,C=C(OC)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,5000.0
CHEMBL4640636,CN1CCC[C@H]1COc1nc2c(c(N3CCN(C(=O)/C=C/CF)[C@@H](CC#N)C3)n1)CCN(c1cccc3cccc(Cl)c13)C2,3.0
CHEMBL4645376,COC/C=C/C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,9.0
CHEMBL59026,COc1cc(/C=C/C(=O)c2ccc(F)cc2)cc(OC)c1OC,15900.0
CHEMBL471655,COc1cc(/C=C/C(=O)c2ccc(N)cc2)cc(OC)c1OC,9170.0
CHEMBL589993,COc1cc(/C=C/C(=O)c2ccc(Br)cc2)cc(OC)c1OC,24640.0
CHEMBL3219765,COc1cc(/C=C/C(=O)c2ccccn2)cc(OC)c1OC,52970.0
CHEMBL4643559,COc1cc(/C=C/C(=O)c2c(F)cccc2F)cc(OC)c1OC,8200.0
CHEMBL598038,COc1cc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,7010.0
CHEMBL187437,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1,8290.0
CHEMBL62070,COc1cc(/C=C/C(=O)c2ccc(N(C)C)cc2)cc(OC)c1OC,7420.0
CHEMBL59351,COc1cc(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,8200.0
CHEMBL4646677,COc1cc(C(=O)/C=C/c2c(F)cccc2F)cc(OC)c1OC,7490.0
CHEMBL4476113,C=CC(=O)N1CC(N2CCN(C(=O)CNc3cc(C4(C)CC4)c(Cl)cc3O)CC2)C1,1700.0
CHEMBL4796065,CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,33000.0
CHEMBL4788500,O=C1N[C@H](c2c(CNCc3ccc4ccn(Cc5ccccc5)c4c3)[nH]c3ccccc23)c2cc(O)ccc21,870.0
CHEMBL4750445,Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)c1,450.0
CHEMBL4754887,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3c(F)c(-c4c(O)cccc4F)ncc23)[C@@H](C)C1,10000.0
CHEMBL4784376,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3c(Cl)c(-c4c(O)cccc4F)ncc23)[C@@H](C)C1,10000.0
CHEMBL4741576,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3c(Cl)c(-c4c(O)cccc4F)ncc23)[C@@H](C)C1,10000.0
CHEMBL4746420,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3c(F)c(-c4c(O)cccc4F)ncc23)[C@@H](C)C1,10000.0
CHEMBL4781219,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)cccc3C(C)C)c3c(F)c(-c4c(O)cccc4F)ncc23)[C@@H](C)C1,10000.0
CHEMBL4874744,C=CC(=O)N1CCN(c2cc(C(=O)N[C@@H]3CCC[C@H]3N(C)C)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,1.0
CHEMBL4850201,C=CC(=O)N1CCN(c2cc(C(=O)N[C@H](C)CN3CC(C)(O)C3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,2.2
CHEMBL4846583,C=CC(=O)N1CCN(c2cc(C(=O)NC(C)CN3CCC(C)(O)C3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,6.2
CHEMBL4860108,C=C(F)C(=O)N1CCN(c2cc(C(=O)NC(C)CN3CCC(C)(O)C3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,5.0
CHEMBL4847011,C=C(F)C(=O)N1CCN(c2cc(C(=O)N[C@H](C)CN(C)C)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.3
CHEMBL4866701,C=CC(=O)N1CCN(c2cc(C(=O)NCC3CCCN3C)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,4.8
CHEMBL4856826,C=CC(=O)N1CCN(c2cc(C(=O)N[C@H](C)CN(C)C)nc3c2CCN(c2c(Cl)c(C)cc4[nH]ncc24)C3)C[C@@H]1CC#N,0.9
CHEMBL4852249,C=CC(=O)N1CCN(c2cc(C(=O)NC[C@H]3CCCN3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,6.2
CHEMBL4847380,C=CC(=O)N1CCN(c2cc(C(=O)NCC3CCCCN3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.3
CHEMBL4860377,C=CC(=O)N1CCN(c2cc(C(=O)NC3(CC)CCNC3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,4.5
CHEMBL4847146,C=CC(=O)N1CCN(c2cc(C(=O)NC3(C)CCCNC3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,5.4
CHEMBL4869082,C=CC(=O)N1CCN(c2nc(=O)n3c4nc(c(F)cc24)-c2c(F)cccc2OCCCCc2ccnc(C(C)C)c2-3)[C@@H](C)C1,2.4
CHEMBL4870399,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(F)cc24)-c2c(F)cccc2OCCCCc2ccnc(C(C)C)c2-3)C[C@H]1C,3.5
CHEMBL4866126,C=CC(=O)N1CCN(c2nc(=O)n3c4nc(c(F)cc24)-c2c(F)cccc2OCCCc2ccnc(C(C)C)c2-3)[C@@H](C)C1,4.3
CHEMBL4875422,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2c(F)ccc(F)c2OCCOc2ccnc(C(C)C)c2-3)C[C@H]1C,1.1
CHEMBL4855521,[2H]C1([2H])Oc2ccc(F)c(F)c2-c2nc3c(cc2Cl)c(N2C[C@@H](C)N(C(=O)C=C)C[C@@H]2C)nc(=O)n3-c2c(ccnc2C(C)C)OC1([2H])[2H],0.51
CHEMBL4879271,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2c(F)cccc2OCC(F)(F)COc2ccnc(C(C)C)c2-3)C[C@H]1C,0.91
CHEMBL4852458,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2c(ccc(F)c2F)OCCCc2ncnc(C(C)C)c2-3)C[C@H]1C,0.51
CHEMBL4864188,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(F)cc24)-c2c(F)cccc2OCCCc2ccnc(C(C)C)c2-3)C[C@H]1C,1.7
CHEMBL4855378,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(F)cc24)-c2c(Cl)cccc2OCCCc2ccnc(C(C)C)c2-3)C[C@H]1C,2.3
CHEMBL4863593,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(F)cc24)-c2c(ccc(F)c2F)OCCC(C)c2ccnc(C(C)C)c2-3)C[C@H]1C,1.4
CHEMBL4856277,C=CC(=O)N1CCN(c2nc(=O)n3c4nc(c(Cl)cc24)-c2c(F)cccc2OCC(F)(F)CCc2ccnc(C(C)C)c2-3)[C@@H](C)C1,0.56
CHEMBL4876119,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2c(F)cccc2OCCc2ccnc(C(C)C)c2-3)C[C@H]1C,2.6
CHEMBL4861413,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2CCN(C(=O)C=O)C[C@@H]2C)c2cc(Cl)c(-c3ccccc3F)nc21,610.0
CHEMBL4870135,COC(=O)/C=C/C(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,95.0
CHEMBL4849074,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2CCN(C(=O)[C@H]3CO3)C[C@@H]2C)c2cc(Cl)c(-c3ccccc3F)nc21,3780.0
CHEMBL4877899,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2CCN(C(=O)C3OC3C)C[C@@H]2C)c2cc(Cl)c(-c3ccccc3F)nc21,17800.0
CHEMBL4867096,CCOC(=O)[C@@H]1O[C@H]1C(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,216.0
CHEMBL4879059,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2CCN(C(=O)[C@@H]3O[C@H]3CN3CCCCC3)C[C@@H]2C)c2cc(Cl)c(-c3ccccc3F)nc21,1120.0
CHEMBL4873951,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2CCN(C(=O)[C@@H]3O[C@H]3CO)C[C@@H]2C)c2cc(Cl)c(-c3ccccc3F)nc21,6260.0
CHEMBL4852058,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2CC(NC(=O)C3CO3)C2)c2cc(Cl)c(-c3ccccc3F)nc21,4410.0
CHEMBL4873683,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N(C)C2CN(C(=O)C3CO3)C2)c2cc(Cl)c(-c3ccccc3F)nc21,13800.0
CHEMBL4858243,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2C[C@@H](C)N(C(=O)[C@H]3CO3)C[C@@H]2C)c2cc(Cl)c(-c3c(O)cccc3F)nc21,653.0
CHEMBL4854390,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2C[C@@H](C)N(C(=O)[C@H]3CO3)C[C@@H]2C)c2cc(Cl)c(-c3c(N)cccc3F)nc21,560.0
CHEMBL4875572,Oc1cc(N2CCc3c(nc(OCC4(CN5CC[C@@H](F)C5)CC4)nc3N3CC4CCC(C3)N4)C2)c2c(Br)cccc2c1,1.5
CHEMBL4872714,Oc1cc(N2CCc3c(nc(OCC4(CN5CCOCC5)CC4)nc3N3CC4CCC(C3)N4)C2)c2c(Br)cccc2c1,1.2
CHEMBL4857517,Cc1cccc2cc(O)cc(N3CCc4c(nc(OCC5(CN6CCOCC6)CC5)nc4N4CC5CCC(C4)N5)C3)c12,3.2
CHEMBL4849611,CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(I)c24)C3)CC1,0.7
CHEMBL4876274,Oc1cc(N2CCc3c(nc(OCC4(CN5CC[C@@H](F)C5)CC4)nc3N3CC4CCC(C3)N4)C2)c2c(I)cccc2c1,0.9
CHEMBL4869200,Oc1cc(N2CCc3c(nc(OCC4(CN5CCOCC5)CC4)nc3N3CC4CCC(C3)N4)C2)c2c(I)cccc2c1,0.7
CHEMBL4852554,CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,5.1
CHEMBL4878409,CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(Br)c24)C3)CC1(F)F,9.7
CHEMBL4853619,CN1C[C@H](F)C[C@H]1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)cc3cccc(Br)c13)C2,18.5
CHEMBL4872056,CC[C@@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(CCc3c(C)[nH]c4cc(Cl)cc(Cl)c34)nn2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)c2cc3cc(c2)C(=O)NC[C@@H](C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc4ccccc4c2)NC(=O)[C@H](Cc2ccccc2)NC(=O)C(CCCCNC3=O)NC(=O)[C@H](CC(=O)O)NC1=O,3400.0
CHEMBL4851139,C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCN)NC(=O)[C@@H]1CNC(=O)c2cc3cc(c2)C(=O)N[C@H](Cc2ccc4ccccc4c2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc4ccccc4c2)C(=O)N[C@@H](c2ccccc2)C(=O)N[C@@H](CCCCNC3=O)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(N)=O,690.0
CHEMBL4867496,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)NCCC(=O)NCCC(=O)NC(CCCCN)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,4.4
CHEMBL4857709,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,5800.0
CHEMBL4856925,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](CO)C(=O)N2CCC[C@@H]2C(=O)N2CCCC[C@@H]2C(=O)N[C@@H](CCCCN)C(N)=O)[C@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,8000.0
CHEMBL4872590,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H](C)C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,1700.0
